CAD,HKD,ISK,PHP,DKK,HUF,CZK,GBP,RON,SEK,IDR,INR,BRL,RUB,HRK,JPY,THB,CHF,EUR,MYR,BGN,TRY,CNY,NOK,NZD,ZAR,USD,MXN,SGD,AUD,ILS,KRW,PLN,edw_publication_id
1.3862633321,7.7510114013,146.4692901802,50.3604266274,6.8576682604,324.3104082383,24.9144906216,0.7990529606,4.4530158146,9.8049834498,14875.0,75.0375137918,5.384792203,73.4571533652,6.9685546157,106.5373299007,32.3795513056,0.9707613093,0.9194556822,4.3000183891,1.7982714233,6.9859323281,7.0490069879,10.2831923501,1.6278962854,18.0739242369,1.0,23.71763516,1.4089738875,1.5261125414,3.5002758367,1207.3280617874,4.168444281,20200502205307
